aircraft_id,bomb_id,display_name,nation_guess,mass_kg,mass_bucket,explosive_mass_kg,caliber_mm,drag_coef,length_m,diameter_m,velocity_limit,source_file,preset_names,match_source,is_matched,sandbox_allowed,notes
ki_49_2a,jp_type92mod25,jp_type92mod25,Japan,250.0,250-499 kg,107.18,0.241,,1.917,,,jp_type92mod25.blkx,ki49_100kg | ki49_2a_default | ki49_2a_mod25mark2 | ki49_2a_mod50mark2 | ki49_2a_type97mod6 | ki49_800kg,weaponPresets_bombguns_structural,yes,yes,
ki_49_2a,jp_type92mod50,jp_type92mod50,Japan,495.0,250-499 kg,229.5,0.381,,2.533,,,jp_type92mod50.blkx,ki49_100kg | ki49_2a_default | ki49_2a_mod25mark2 | ki49_2a_mod50mark2 | ki49_2a_type97mod6 | ki49_800kg,weaponPresets_bombguns_structural,yes,yes,
ki_49_2a,jp_type94mod10,jp_type94mod10,Japan,112.76,100-249 kg,47.76,0.241,,1.32,,,jp_type94mod10.blkx,ki49_100kg | ki49_2a_default | ki49_2a_mod25mark2 | ki49_2a_mod50mark2 | ki49_2a_type97mod6 | ki49_800kg,weaponPresets_bombguns_structural,yes,yes,
ki_49_2a,jp_type94mod5,jp_type94mod5,Japan,48.43,<100 kg,20.185,0.18,,1.01,,,jp_type94mod5.blkx,ki49_100kg | ki49_2a_default | ki49_2a_mod25mark2 | ki49_2a_mod50mark2 | ki49_2a_type97mod6 | ki49_800kg,weaponPresets_bombguns_structural,yes,yes,
ki_49_2b,jp_navy_mod80mark1_800kg,jp_navy_mod80mark1_800kg,Japan,805.0,500-999 kg,382.0,0.449,,2.829,,,jp_navy_mod80mark1_800kg.blkx,ki49_100kg | ki49_800kg | ki49_default | ki49_mod25mark2 | ki49_mod50mark2 | ki49_type97mod6,weaponPresets_bombguns_structural,yes,yes,
ki_49_2b,jp_type92mod25,jp_type92mod25,Japan,250.0,250-499 kg,107.18,0.241,,1.917,,,jp_type92mod25.blkx,ki49_100kg | ki49_800kg | ki49_default | ki49_mod25mark2 | ki49_mod50mark2 | ki49_type97mod6,weaponPresets_bombguns_structural,yes,yes,
ki_49_2b,jp_type92mod50,jp_type92mod50,Japan,495.0,250-499 kg,229.5,0.381,,2.533,,,jp_type92mod50.blkx,ki49_100kg | ki49_800kg | ki49_default | ki49_mod25mark2 | ki49_mod50mark2 | ki49_type97mod6,weaponPresets_bombguns_structural,yes,yes,
ki_49_2b,jp_type94mod10,jp_type94mod10,Japan,112.76,100-249 kg,47.76,0.241,,1.32,,,jp_type94mod10.blkx,ki49_100kg | ki49_800kg | ki49_default | ki49_mod25mark2 | ki49_mod50mark2 | ki49_type97mod6,weaponPresets_bombguns_structural,yes,yes,
ki_49_2b,jp_type94mod5,jp_type94mod5,Japan,48.43,<100 kg,20.185,0.18,,1.01,,,jp_type94mod5.blkx,ki49_100kg | ki49_800kg | ki49_default | ki49_mod25mark2 | ki49_mod50mark2 | ki49_type97mod6,weaponPresets_bombguns_structural,yes,yes,
ki_49_2b_late,jp_navy_mod80mark1_800kg,jp_navy_mod80mark1_800kg,Japan,805.0,500-999 kg,382.0,0.449,,2.829,,,jp_navy_mod80mark1_800kg.blkx,ki49_100kg | ki49_2b_late_default | ki49_2b_late_mod25mark2 | ki49_2b_late_mod50mark2 | ki49_2b_late_type97mod6 | ki49_800kg,weaponPresets_bombguns_structural,yes,yes,
ki_49_2b_late,jp_type92mod25,jp_type92mod25,Japan,250.0,250-499 kg,107.18,0.241,,1.917,,,jp_type92mod25.blkx,ki49_100kg | ki49_2b_late_default | ki49_2b_late_mod25mark2 | ki49_2b_late_mod50mark2 | ki49_2b_late_type97mod6 | ki49_800kg,weaponPresets_bombguns_structural,yes,yes,
ki_49_2b_late,jp_type92mod50,jp_type92mod50,Japan,495.0,250-499 kg,229.5,0.381,,2.533,,,jp_type92mod50.blkx,ki49_100kg | ki49_2b_late_default | ki49_2b_late_mod25mark2 | ki49_2b_late_mod50mark2 | ki49_2b_late_type97mod6 | ki49_800kg,weaponPresets_bombguns_structural,yes,yes,
ki_49_2b_late,jp_type94mod10,jp_type94mod10,Japan,112.76,100-249 kg,47.76,0.241,,1.32,,,jp_type94mod10.blkx,ki49_100kg | ki49_2b_late_default | ki49_2b_late_mod25mark2 | ki49_2b_late_mod50mark2 | ki49_2b_late_type97mod6 | ki49_800kg,weaponPresets_bombguns_structural,yes,yes,
ki_49_2b_late,jp_type94mod5,jp_type94mod5,Japan,48.43,<100 kg,20.185,0.18,,1.01,,,jp_type94mod5.blkx,ki49_100kg | ki49_2b_late_default | ki49_2b_late_mod25mark2 | ki49_2b_late_mod50mark2 | ki49_2b_late_type97mod6 | ki49_800kg,weaponPresets_bombguns_structural,yes,yes,
ki_61_1a_hei,jp_type92mod25,jp_type92mod25,Japan,250.0,250-499 kg,107.18,0.241,,1.917,,,jp_type92mod25.blkx,ki_43_2_100kg_2bomb | ki_43_2_250kg_2bomb | ki_43_2_50kg_2bomb | ki_61_hei_default,weaponPresets_bombguns_structural,yes,yes,
ki_61_1a_hei,jp_type94mod10,jp_type94mod10,Japan,112.76,100-249 kg,47.76,0.241,,1.32,,,jp_type94mod10.blkx,ki_43_2_100kg_2bomb | ki_43_2_250kg_2bomb | ki_43_2_50kg_2bomb | ki_61_hei_default,weaponPresets_bombguns_structural,yes,yes,
ki_61_1a_hei,jp_type94mod5,jp_type94mod5,Japan,48.43,<100 kg,20.185,0.18,,1.01,,,jp_type94mod5.blkx,ki_43_2_100kg_2bomb | ki_43_2_250kg_2bomb | ki_43_2_50kg_2bomb | ki_61_hei_default,weaponPresets_bombguns_structural,yes,yes,
ki_61_1a_hei_ep,jp_type92mod25,jp_type92mod25,Japan,250.0,250-499 kg,107.18,0.241,,1.917,,,jp_type92mod25.blkx,ki_43_2_100kg_2bomb | ki_43_2_250kg_2bomb | ki_43_2_50kg_2bomb | ki_61_hei_default,weaponPresets_bombguns_structural,yes,yes,
ki_61_1a_hei_ep,jp_type94mod10,jp_type94mod10,Japan,112.76,100-249 kg,47.76,0.241,,1.32,,,jp_type94mod10.blkx,ki_43_2_100kg_2bomb | ki_43_2_250kg_2bomb | ki_43_2_50kg_2bomb | ki_61_hei_default,weaponPresets_bombguns_structural,yes,yes,
ki_61_1a_hei_ep,jp_type94mod5,jp_type94mod5,Japan,48.43,<100 kg,20.185,0.18,,1.01,,,jp_type94mod5.blkx,ki_43_2_100kg_2bomb | ki_43_2_250kg_2bomb | ki_43_2_50kg_2bomb | ki_61_hei_default,weaponPresets_bombguns_structural,yes,yes,
ki_61_1a_otsu,jp_type92mod25,jp_type92mod25,Japan,250.0,250-499 kg,107.18,0.241,,1.917,,,jp_type92mod25.blkx,ki_43_2_100kg_2bomb | ki_43_2_250kg_2bomb | ki_43_2_50kg_2bomb | ki_61_otsu_default,weaponPresets_bombguns_structural,yes,yes,
ki_61_1a_otsu,jp_type94mod10,jp_type94mod10,Japan,112.76,100-249 kg,47.76,0.241,,1.32,,,jp_type94mod10.blkx,ki_43_2_100kg_2bomb | ki_43_2_250kg_2bomb | ki_43_2_50kg_2bomb | ki_61_otsu_default,weaponPresets_bombguns_structural,yes,yes,
ki_61_1a_otsu,jp_type94mod5,jp_type94mod5,Japan,48.43,<100 kg,20.185,0.18,,1.01,,,jp_type94mod5.blkx,ki_43_2_100kg_2bomb | ki_43_2_250kg_2bomb | ki_43_2_50kg_2bomb | ki_61_otsu_default,weaponPresets_bombguns_structural,yes,yes,
ki_61_1a_otsu_china,jp_type92mod25,jp_type92mod25,Japan,250.0,250-499 kg,107.18,0.241,,1.917,,,jp_type92mod25.blkx,ki_43_2_100kg_2bomb | ki_43_2_250kg_2bomb | ki_43_2_50kg_2bomb | ki_61_otsu_default,weaponPresets_bombguns_structural,yes,yes,
ki_61_1a_otsu_china,jp_type94mod10,jp_type94mod10,Japan,112.76,100-249 kg,47.76,0.241,,1.32,,,jp_type94mod10.blkx,ki_43_2_100kg_2bomb | ki_43_2_250kg_2bomb | ki_43_2_50kg_2bomb | ki_61_otsu_default,weaponPresets_bombguns_structural,yes,yes,
ki_61_1a_otsu_china,jp_type94mod5,jp_type94mod5,Japan,48.43,<100 kg,20.185,0.18,,1.01,,,jp_type94mod5.blkx,ki_43_2_100kg_2bomb | ki_43_2_250kg_2bomb | ki_43_2_50kg_2bomb | ki_61_otsu_default,weaponPresets_bombguns_structural,yes,yes,
ki_61_1a_tei,jp_type92mod25,jp_type92mod25,Japan,250.0,250-499 kg,107.18,0.241,,1.917,,,jp_type92mod25.blkx,ki_43_2_100kg_2bomb | ki_43_2_250kg_2bomb | ki_43_2_50kg_2bomb | ki_61_otsu_default,weaponPresets_bombguns_structural,yes,yes,
ki_61_1a_tei,jp_type94mod10,jp_type94mod10,Japan,112.76,100-249 kg,47.76,0.241,,1.32,,,jp_type94mod10.blkx,ki_43_2_100kg_2bomb | ki_43_2_250kg_2bomb | ki_43_2_50kg_2bomb | ki_61_otsu_default,weaponPresets_bombguns_structural,yes,yes,
ki_61_1a_tei,jp_type94mod5,jp_type94mod5,Japan,48.43,<100 kg,20.185,0.18,,1.01,,,jp_type94mod5.blkx,ki_43_2_100kg_2bomb | ki_43_2_250kg_2bomb | ki_43_2_50kg_2bomb | ki_61_otsu_default,weaponPresets_bombguns_structural,yes,yes,
ki_61_2_early,jp_type92mod25,jp_type92mod25,Japan,250.0,250-499 kg,107.18,0.241,,1.917,,,jp_type92mod25.blkx,ki_61_2_100kg_2bomb | ki_61_2_250kg_2bomb | ki_61_2_60kg_2bomb | ki_61_2_default,weaponPresets_bombguns_structural,yes,yes,
ki_61_2_early,jp_type94mod10,jp_type94mod10,Japan,112.76,100-249 kg,47.76,0.241,,1.32,,,jp_type94mod10.blkx,ki_61_2_100kg_2bomb | ki_61_2_250kg_2bomb | ki_61_2_60kg_2bomb | ki_61_2_default,weaponPresets_bombguns_structural,yes,yes,
ki_61_2_early,jp_type94mod5,jp_type94mod5,Japan,48.43,<100 kg,20.185,0.18,,1.01,,,jp_type94mod5.blkx,ki_61_2_100kg_2bomb | ki_61_2_250kg_2bomb | ki_61_2_60kg_2bomb | ki_61_2_default,weaponPresets_bombguns_structural,yes,yes,
ki_67_1_ko,jp_navy_mod80mark1_800kg,jp_navy_mod80mark1_800kg,Japan,805.0,500-999 kg,382.0,0.449,,2.829,,,jp_navy_mod80mark1_800kg.blkx,ki_67_mod80_mk1 | ki_67_torpedo | ki_67_type92mod25 | ki_67_type92mod50 | ki_67_type94mod10 | ki_67_type94mod5,weaponPresets_bombguns_structural,yes,yes,
ki_67_1_ko,jp_type92mod25,jp_type92mod25,Japan,250.0,250-499 kg,107.18,0.241,,1.917,,,jp_type92mod25.blkx,ki_67_mod80_mk1 | ki_67_torpedo | ki_67_type92mod25 | ki_67_type92mod50 | ki_67_type94mod10 | ki_67_type94mod5,weaponPresets_bombguns_structural,yes,yes,
ki_67_1_ko,jp_type92mod50,jp_type92mod50,Japan,495.0,250-499 kg,229.5,0.381,,2.533,,,jp_type92mod50.blkx,ki_67_mod80_mk1 | ki_67_torpedo | ki_67_type92mod25 | ki_67_type92mod50 | ki_67_type94mod10 | ki_67_type94mod5,weaponPresets_bombguns_structural,yes,yes,
ki_67_1_ko,jp_type94mod10,jp_type94mod10,Japan,112.76,100-249 kg,47.76,0.241,,1.32,,,jp_type94mod10.blkx,ki_67_mod80_mk1 | ki_67_torpedo | ki_67_type92mod25 | ki_67_type92mod50 | ki_67_type94mod10 | ki_67_type94mod5,weaponPresets_bombguns_structural,yes,yes,
ki_67_1_ko,jp_type94mod5,jp_type94mod5,Japan,48.43,<100 kg,20.185,0.18,,1.01,,,jp_type94mod5.blkx,ki_67_mod80_mk1 | ki_67_torpedo | ki_67_type92mod25 | ki_67_type92mod50 | ki_67_type94mod10 | ki_67_type94mod5,weaponPresets_bombguns_structural,yes,yes,
ki_67_1_otsu,jp_navy_mod80mark1_800kg,jp_navy_mod80mark1_800kg,Japan,805.0,500-999 kg,382.0,0.449,,2.829,,,jp_navy_mod80mark1_800kg.blkx,ki_67_mod80_mk1 | ki_67_torpedo | ki_67_type92mod25 | ki_67_type92mod50 | ki_67_type94mod10 | ki_67_type94mod5,weaponPresets_bombguns_structural,yes,yes,
ki_67_1_otsu,jp_type92mod25,jp_type92mod25,Japan,250.0,250-499 kg,107.18,0.241,,1.917,,,jp_type92mod25.blkx,ki_67_mod80_mk1 | ki_67_torpedo | ki_67_type92mod25 | ki_67_type92mod50 | ki_67_type94mod10 | ki_67_type94mod5,weaponPresets_bombguns_structural,yes,yes,
ki_67_1_otsu,jp_type92mod50,jp_type92mod50,Japan,495.0,250-499 kg,229.5,0.381,,2.533,,,jp_type92mod50.blkx,ki_67_mod80_mk1 | ki_67_torpedo | ki_67_type92mod25 | ki_67_type92mod50 | ki_67_type94mod10 | ki_67_type94mod5,weaponPresets_bombguns_structural,yes,yes,
ki_67_1_otsu,jp_type94mod10,jp_type94mod10,Japan,112.76,100-249 kg,47.76,0.241,,1.32,,,jp_type94mod10.blkx,ki_67_mod80_mk1 | ki_67_torpedo | ki_67_type92mod25 | ki_67_type92mod50 | ki_67_type94mod10 | ki_67_type94mod5,weaponPresets_bombguns_structural,yes,yes,
ki_67_1_otsu,jp_type94mod5,jp_type94mod5,Japan,48.43,<100 kg,20.185,0.18,,1.01,,,jp_type94mod5.blkx,ki_67_mod80_mk1 | ki_67_torpedo | ki_67_type92mod25 | ki_67_type92mod50 | ki_67_type94mod10 | ki_67_type94mod5,weaponPresets_bombguns_structural,yes,yes,
ki_83,jp_type94mod5,jp_type94mod5,Japan,48.43,<100 kg,20.185,0.18,,1.01,,,jp_type94mod5.blkx,ki-83_bombs | ki-83_default,weaponPresets_bombguns_structural,yes,yes,
ki_84_hei,jp_type92mod25,jp_type92mod25,Japan,250.0,250-499 kg,107.18,0.241,,1.917,,,jp_type92mod25.blkx,ki_84_100kg_2bomb | ki_84_250kg_2bomb | ki_84_50kg_2bomb | ki_84_ko_default,weaponPresets_bombguns_structural,yes,yes,
ki_84_hei,jp_type94mod10,jp_type94mod10,Japan,112.76,100-249 kg,47.76,0.241,,1.32,,,jp_type94mod10.blkx,ki_84_100kg_2bomb | ki_84_250kg_2bomb | ki_84_50kg_2bomb | ki_84_ko_default,weaponPresets_bombguns_structural,yes,yes,
ki_84_hei,jp_type94mod5,jp_type94mod5,Japan,48.43,<100 kg,20.185,0.18,,1.01,,,jp_type94mod5.blkx,ki_84_100kg_2bomb | ki_84_250kg_2bomb | ki_84_50kg_2bomb | ki_84_ko_default,weaponPresets_bombguns_structural,yes,yes,
ki_84_ko,jp_type92mod25,jp_type92mod25,Japan,250.0,250-499 kg,107.18,0.241,,1.917,,,jp_type92mod25.blkx,ki_84_100kg_2bomb | ki_84_250kg_2bomb | ki_84_50kg_2bomb | ki_84_ko_default,weaponPresets_bombguns_structural,yes,yes,
ki_84_ko,jp_type94mod10,jp_type94mod10,Japan,112.76,100-249 kg,47.76,0.241,,1.32,,,jp_type94mod10.blkx,ki_84_100kg_2bomb | ki_84_250kg_2bomb | ki_84_50kg_2bomb | ki_84_ko_default,weaponPresets_bombguns_structural,yes,yes,
ki_84_ko,jp_type94mod5,jp_type94mod5,Japan,48.43,<100 kg,20.185,0.18,,1.01,,,jp_type94mod5.blkx,ki_84_100kg_2bomb | ki_84_250kg_2bomb | ki_84_50kg_2bomb | ki_84_ko_default,weaponPresets_bombguns_structural,yes,yes,
ki_84_ko_china,jp_type92mod25,jp_type92mod25,Japan,250.0,250-499 kg,107.18,0.241,,1.917,,,jp_type92mod25.blkx,ki_84_100kg_2bomb | ki_84_250kg_2bomb | ki_84_50kg_2bomb | ki_84_ko_default,weaponPresets_bombguns_structural,yes,yes,
ki_84_ko_china,jp_type94mod10,jp_type94mod10,Japan,112.76,100-249 kg,47.76,0.241,,1.32,,,jp_type94mod10.blkx,ki_84_100kg_2bomb | ki_84_250kg_2bomb | ki_84_50kg_2bomb | ki_84_ko_default,weaponPresets_bombguns_structural,yes,yes,
ki_84_ko_china,jp_type94mod5,jp_type94mod5,Japan,48.43,<100 kg,20.185,0.18,,1.01,,,jp_type94mod5.blkx,ki_84_100kg_2bomb | ki_84_250kg_2bomb | ki_84_50kg_2bomb | ki_84_ko_default,weaponPresets_bombguns_structural,yes,yes,
ki_84_otsu,jp_type92mod25,jp_type92mod25,Japan,250.0,250-499 kg,107.18,0.241,,1.917,,,jp_type92mod25.blkx,ki_84_100kg_2bomb | ki_84_250kg_2bomb | ki_84_50kg_2bomb | ki_84_ko_default,weaponPresets_bombguns_structural,yes,yes,
ki_84_otsu,jp_type94mod10,jp_type94mod10,Japan,112.76,100-249 kg,47.76,0.241,,1.32,,,jp_type94mod10.blkx,ki_84_100kg_2bomb | ki_84_250kg_2bomb | ki_84_50kg_2bomb | ki_84_ko_default,weaponPresets_bombguns_structural,yes,yes,
ki_84_otsu,jp_type94mod5,jp_type94mod5,Japan,48.43,<100 kg,20.185,0.18,,1.01,,,jp_type94mod5.blkx,ki_84_100kg_2bomb | ki_84_250kg_2bomb | ki_84_50kg_2bomb | ki_84_ko_default,weaponPresets_bombguns_structural,yes,yes,
ki_87,jp_type92mod25,jp_type92mod25,Japan,250.0,250-499 kg,107.18,0.241,,1.917,,,jp_type92mod25.blkx,ki_87_250kg_bomb | ki_87_50kg_bomb | ki_87_default,weaponPresets_bombguns_structural,yes,yes,
ki_87,jp_type94mod5,jp_type94mod5,Japan,48.43,<100 kg,20.185,0.18,,1.01,,,jp_type94mod5.blkx,ki_87_250kg_bomb | ki_87_50kg_bomb | ki_87_default,weaponPresets_bombguns_structural,yes,yes,
ki_94_2,jp_type92mod25,jp_type92mod25,Japan,250.0,250-499 kg,107.18,0.241,,1.917,,,jp_type92mod25.blkx,ki_94_2_250kg_bomb | ki_94_2_50kg_bomb | ki_94_2_default,weaponPresets_bombguns_structural,yes,yes,
ki_94_2,jp_type94mod5,jp_type94mod5,Japan,48.43,<100 kg,20.185,0.18,,1.01,,,jp_type94mod5.blkx,ki_94_2_250kg_bomb | ki_94_2_50kg_bomb | ki_94_2_default,weaponPresets_bombguns_structural,yes,yes,
la_5_type37_early,su_fab50,su_fab50,USSR,49.76,<100 kg,26.35,0.24,,0.95,,,su_fab50.blkx,LA5_FN_default | LA5_FN_fab50,weaponPresets_bombguns_structural,yes,yes,
la_5_type39,su_fab50,su_fab50,USSR,49.76,<100 kg,26.35,0.24,,0.95,,,su_fab50.blkx,LA5_FN_default | LA5_FN_fab50,weaponPresets_bombguns_structural,yes,yes,
la_5fn,su_fab50,su_fab50,USSR,49.76,<100 kg,26.35,0.24,,0.95,,,su_fab50.blkx,LA5_FN_default | LA5_FN_fab50,weaponPresets_bombguns_structural,yes,yes,
la_7,su_fab100,su_fab100,USSR,103.5,100-249 kg,36.02,0.28,,1.05,,,su_fab100.blkx,LA7_default | la-7_bombs | la-7_fab100 | la-7_fab50,weaponPresets_bombguns_structural,yes,yes,
la_7,su_fab50,su_fab50,USSR,49.76,<100 kg,26.35,0.24,,0.95,,,su_fab50.blkx,LA7_default | la-7_bombs | la-7_fab100 | la-7_fab50,weaponPresets_bombguns_structural,yes,yes,
la_7_3_china_plaaf,su_fab100,su_fab100,USSR,103.5,100-249 kg,36.02,0.28,,1.05,,,su_fab100.blkx,LA7_default | la-7_bombs | la-7_fab100 | la-7_fab50,weaponPresets_bombguns_structural,yes,yes,
la_7_3_china_plaaf,su_fab50,su_fab50,USSR,49.76,<100 kg,26.35,0.24,,0.95,,,su_fab50.blkx,LA7_default | la-7_bombs | la-7_fab100 | la-7_fab50,weaponPresets_bombguns_structural,yes,yes,
la_7_dolgushin,su_fab100,su_fab100,USSR,103.5,100-249 kg,36.02,0.28,,1.05,,,su_fab100.blkx,LA7_default | la-7_bombs | la-7_fab100 | la-7_fab50,weaponPresets_bombguns_structural,yes,yes,
la_7_dolgushin,su_fab50,su_fab50,USSR,49.76,<100 kg,26.35,0.24,,0.95,,,su_fab50.blkx,LA7_default | la-7_bombs | la-7_fab100 | la-7_fab50,weaponPresets_bombguns_structural,yes,yes,
la_7b_20,su_fab100,su_fab100,USSR,103.5,100-249 kg,36.02,0.28,,1.05,,,su_fab100.blkx,LA7_default | la-7_bombs | la-7_fab100 | la-7_fab50,weaponPresets_bombguns_structural,yes,yes,
la_7b_20,su_fab50,su_fab50,USSR,49.76,<100 kg,26.35,0.24,,0.95,,,su_fab50.blkx,LA7_default | la-7_bombs | la-7_fab100 | la-7_fab50,weaponPresets_bombguns_structural,yes,yes,
lancaster_mk1,uk_1000lbs_mc_mk1_mk2_bomb,uk_1000lbs_mc_mk1_mk2_bomb,Great Britain,463.1,250-499 kg,227.7,0.45,,1.844,,,uk_1000lbs_mc_mk1_mk2_bomb.blkx,lancaster_mk3_14x1000lbs | lancaster_mk3_14x250lbs | lancaster_mk3_14x500lbs | lancaster_mk3_1x1000lbs_6x500lbs_2x250lbs | lancaster_mk3_1x_12000 | lancaster_mk3_1x_8000 | lancaster_mk3_1x_8000_6x_500 | lancaster_mk3_6x1000lbs_2x250lbs_1x4000lbs | lancaster_mk3_6x1000lbs_3x250lbs | lancaster_mk3_6x500lbs_8x250lbs | lancaster_mk3_cookies | lancaster_mk3_default,weaponPresets_bombguns_structural,yes,yes,
lancaster_mk1,uk_12000lb_hc_mki_n52_bomb,uk_12000lb_hc_mki_n52_bomb,Great Britain,5740.6,1000+ kg,3973.5,0.965,,4.978,,,uk_12000lb_hc_mki_n52_bomb.blkx,lancaster_mk3_14x1000lbs | lancaster_mk3_14x250lbs | lancaster_mk3_14x500lbs | lancaster_mk3_1x1000lbs_6x500lbs_2x250lbs | lancaster_mk3_1x_12000 | lancaster_mk3_1x_8000 | lancaster_mk3_1x_8000_6x_500 | lancaster_mk3_6x1000lbs_2x250lbs_1x4000lbs | lancaster_mk3_6x1000lbs_3x250lbs | lancaster_mk3_6x500lbs_8x250lbs | lancaster_mk3_cookies | lancaster_mk3_default,weaponPresets_bombguns_structural,yes,yes,
lancaster_mk1,uk_250lbs,uk_250lbs,Great Britain,104.3,100-249 kg,30.7,0.259,,1.422,,,uk_250lbs.blkx,lancaster_mk3_14x1000lbs | lancaster_mk3_14x250lbs | lancaster_mk3_14x500lbs | lancaster_mk3_1x1000lbs_6x500lbs_2x250lbs | lancaster_mk3_1x_12000 | lancaster_mk3_1x_8000 | lancaster_mk3_1x_8000_6x_500 | lancaster_mk3_6x1000lbs_2x250lbs_1x4000lbs | lancaster_mk3_6x1000lbs_3x250lbs | lancaster_mk3_6x500lbs_8x250lbs | lancaster_mk3_cookies | lancaster_mk3_default,weaponPresets_bombguns_structural,yes,yes,
lancaster_mk1,uk_250lbs_mc_mk1_mk2_bomb,uk_250lbs_mc_mk1_mk2_bomb,Great Britain,102.0,100-249 kg,51.0,0.254,,1.41,,,uk_250lbs_mc_mk1_mk2_bomb.blkx,lancaster_mk3_14x1000lbs | lancaster_mk3_14x250lbs | lancaster_mk3_14x500lbs | lancaster_mk3_1x1000lbs_6x500lbs_2x250lbs | lancaster_mk3_1x_12000 | lancaster_mk3_1x_8000 | lancaster_mk3_1x_8000_6x_500 | lancaster_mk3_6x1000lbs_2x250lbs_1x4000lbs | lancaster_mk3_6x1000lbs_3x250lbs | lancaster_mk3_6x500lbs_8x250lbs | lancaster_mk3_cookies | lancaster_mk3_default,weaponPresets_bombguns_structural,yes,yes,
lancaster_mk1,uk_500lb_mc_mk1_mk4_long_tail_bomb,uk_500lb_mc_mk1_mk4_long_tail_bomb,Great Britain,231.7,100-249 kg,100.7,0.327,,1.793,,,uk_500lb_mc_mk1_mk4_long_tail_bomb.blkx,lancaster_mk3_14x1000lbs | lancaster_mk3_14x250lbs | lancaster_mk3_14x500lbs | lancaster_mk3_1x1000lbs_6x500lbs_2x250lbs | lancaster_mk3_1x_12000 | lancaster_mk3_1x_8000 | lancaster_mk3_1x_8000_6x_500 | lancaster_mk3_6x1000lbs_2x250lbs_1x4000lbs | lancaster_mk3_6x1000lbs_3x250lbs | lancaster_mk3_6x500lbs_8x250lbs | lancaster_mk3_cookies | lancaster_mk3_default,weaponPresets_bombguns_structural,yes,yes,
lancaster_mk1,uk_500lbs,uk_500lbs,Great Britain,213.1,100-249 kg,65.5,0.327,,1.793,,,uk_500lbs.blkx,lancaster_mk3_14x1000lbs | lancaster_mk3_14x250lbs | lancaster_mk3_14x500lbs | lancaster_mk3_1x1000lbs_6x500lbs_2x250lbs | lancaster_mk3_1x_12000 | lancaster_mk3_1x_8000 | lancaster_mk3_1x_8000_6x_500 | lancaster_mk3_6x1000lbs_2x250lbs_1x4000lbs | lancaster_mk3_6x1000lbs_3x250lbs | lancaster_mk3_6x500lbs_8x250lbs | lancaster_mk3_cookies | lancaster_mk3_default,weaponPresets_bombguns_structural,yes,yes,
lancaster_mk1,uk_8000lb_hc_mki_n33_bomb,uk_8000lb_hc_mki_n33_bomb,Great Britain,3787.04,1000+ kg,2653.5,0.965,,3.393,,,uk_8000lb_hc_mki_n33_bomb.blkx,lancaster_mk3_14x1000lbs | lancaster_mk3_14x250lbs | lancaster_mk3_14x500lbs | lancaster_mk3_1x1000lbs_6x500lbs_2x250lbs | lancaster_mk3_1x_12000 | lancaster_mk3_1x_8000 | lancaster_mk3_1x_8000_6x_500 | lancaster_mk3_6x1000lbs_2x250lbs_1x4000lbs | lancaster_mk3_6x1000lbs_3x250lbs | lancaster_mk3_6x500lbs_8x250lbs | lancaster_mk3_cookies | lancaster_mk3_default,weaponPresets_bombguns_structural,yes,yes,
lancaster_mk1,uk_8000lb_hc_mki_n52_bomb,uk_8000lb_hc_mki_n52_bomb,Great Britain,3787.04,1000+ kg,2653.5,0.965,,3.393,,,uk_8000lb_hc_mki_n52_bomb.blkx,lancaster_mk3_14x1000lbs | lancaster_mk3_14x250lbs | lancaster_mk3_14x500lbs | lancaster_mk3_1x1000lbs_6x500lbs_2x250lbs | lancaster_mk3_1x_12000 | lancaster_mk3_1x_8000 | lancaster_mk3_1x_8000_6x_500 | lancaster_mk3_6x1000lbs_2x250lbs_1x4000lbs | lancaster_mk3_6x1000lbs_3x250lbs | lancaster_mk3_6x500lbs_8x250lbs | lancaster_mk3_cookies | lancaster_mk3_default,weaponPresets_bombguns_structural,yes,yes,
lancaster_mk1,uk_mk2_cookie,uk_mk2_cookie,Great Britain,1782.61,1000+ kg,1339.0,0.762,,2.794,,,uk_mk2_cookie.blkx,lancaster_mk3_14x1000lbs | lancaster_mk3_14x250lbs | lancaster_mk3_14x500lbs | lancaster_mk3_1x1000lbs_6x500lbs_2x250lbs | lancaster_mk3_1x_12000 | lancaster_mk3_1x_8000 | lancaster_mk3_1x_8000_6x_500 | lancaster_mk3_6x1000lbs_2x250lbs_1x4000lbs | lancaster_mk3_6x1000lbs_3x250lbs | lancaster_mk3_6x500lbs_8x250lbs | lancaster_mk3_cookies | lancaster_mk3_default,weaponPresets_bombguns_structural,yes,yes,
lancaster_mk3,uk_1000lbs_mc_mk1_mk2_bomb,uk_1000lbs_mc_mk1_mk2_bomb,Great Britain,463.1,250-499 kg,227.7,0.45,,1.844,,,uk_1000lbs_mc_mk1_mk2_bomb.blkx,lancaster_mk3_14x1000lbs | lancaster_mk3_14x250lbs | lancaster_mk3_14x500lbs | lancaster_mk3_1x1000lbs_6x500lbs_2x250lbs | lancaster_mk3_1x_12000 | lancaster_mk3_1x_8000 | lancaster_mk3_1x_8000_6x_500 | lancaster_mk3_6x1000lbs_2x250lbs_1x4000lbs | lancaster_mk3_6x1000lbs_3x250lbs | lancaster_mk3_6x500lbs_8x250lbs | lancaster_mk3_cookies | lancaster_mk3_default,weaponPresets_bombguns_structural,yes,yes,
